"gamma"	"tau"	"n2"	"n1"	"loadings"	"varw"	"ASR"	"Pwr"	"cr"	"secr"	"biascr"	"RBcr"	"RSEBcr"	"MSEcr"
"121"	0	0.1	200	10	1	2	0.968	0.05	-0.00722419719591144	0.133269310965195	-0.00722419719591144	NA	0.000133848987389807	0.017808144718776
"157"	0	0.1	200	10	2	2	0.974	0.059	0.00453645726382183	0.120257338677288	0.00453645726382183	NA	-0.0173091036608284	0.0149963546219834
"193"	0	0.1	200	10	3	2	0.961	0.05	0.0019614079666417	0.107613472234982	0.0019614079666417	NA	-0.0178959461683466	0.0120103984430994
"31"	0	0.1	200	20	1	1	0.993	0.049	-0.00114202073329559	0.117251901495535	-0.00114202073329559	NA	0.00386311602140992	0.0136437046694935
"67"	0	0.1	200	20	2	1	0.996	0.058	-0.00238603364456864	0.105426165048676	-0.00238603364456864	NA	-0.0188524032112942	0.0115516021288166
"103"	0	0.1	200	20	3	1	0.995	0.041	0.00377917211950221	0.0942550182158232	0.00377917211950221	NA	0.0170976493680646	0.00860211655906344
"139"	0	0.1	200	20	1	2	0.995	0.044	-0.00237692016724227	0.117370260704026	-0.00237692016724227	NA	0.0310629402014086	0.0129638827345056
"175"	0	0.1	200	20	2	2	0.996	0.044	0.000782235932863528	0.105970866336781	0.000782235932863528	NA	-0.0107388174884685	0.0114755680068144
"211"	0	0.1	200	20	3	2	0.996	0.048	-0.00630852089425892	0.0942939712056844	-0.00630852089425892	NA	-0.0317420758890832	0.00952367051427011
"4"	0	0.25	50	10	1	1	0.967	0.049	0.0125609309654104	0.252753781703332	0.0125609309654104	NA	-0.0509165542711136	0.0710806839143728
"40"	0	0.25	50	10	2	1	0.963	0.068	0.0058576957637106	0.226301446892594	0.0058576957637106	NA	-0.0152480806863255	0.0528448989584208
"76"	0	0.25	50	10	3	1	0.972	0.058	0.00173208195545313	0.202313781534188	0.00173208195545313	NA	-0.0389526913478688	0.0443190866511536
"112"	0	0.25	50	10	1	2	0.965	0.056	-0.00736451261386579	0.252208829143752	-0.00736451261386579	NA	-0.0382648234295469	0.0688259058989734
"148"	0	0.25	50	10	2	2	0.962	0.061	-0.00495626707048525	0.226700636151432	-0.00495626707048525	NA	-0.0873504416454841	0.0617263003631386
"184"	0	0.25	50	10	3	2	0.968	0.049	0.0084986091403297	0.205177758371124	0.0084986091403297	NA	5.61395628689437e-05	0.0421654125687091
"22"	0	0.25	50	20	1	1	0.998	0.059	-0.00109543121385353	0.224615948698636	-0.00109543121385353	NA	-0.0494585665980067	0.0558403855209552
"58"	0	0.25	50	20	2	1	0.996	0.054	0.000449597790568907	0.20209313144079	0.000449597790568907	NA	-0.0373488203344492	0.0440724510296871
"94"	0	0.25	50	20	3	1	1	0.065	0.00114213853879493	0.181519791801875	0.00114213853879493	NA	-0.0459195817249227	0.036198756799182
"130"	0	0.25	50	20	1	2	0.999	0.058	0.00502815323821911	0.225074468485009	0.00502815323821911	NA	-0.0447451923677771	0.0555407499366092
"166"	0	0.25	50	20	2	2	0.999	0.061	-0.00390921991681623	0.20285293185411	-0.00390921991681623	NA	-0.0522501932045561	0.0458268512817909
"202"	0	0.25	50	20	3	2	0.995	0.052	0.00551259583023354	0.181805909677167	0.00551259583023354	NA	0.00357422876436779	0.0328487575323477
"10"	0	0.25	100	10	1	1	0.997	0.045	-0.00365634393736561	0.179497600462486	-0.00365634393736561	NA	0.0122604749923022	0.0314570030576449
"46"	0	0.25	100	10	2	1	0.997	0.053	-0.00105881017817591	0.162752803152925	-0.00105881017817591	NA	0.0171031831676121	0.0256062476894156
"82"	0	0.25	100	10	3	1	0.994	0.045	0.00466023124455509	0.144926085716789	0.00466023124455509	NA	0.00493907265343829	0.0208193388073613
"118"	0	0.25	100	10	1	2	0.999	0.035	-0.00721962419564223	0.180577537636427	-0.00721962419564223	NA	0.0489711115185223	0.0296868135767188
"154"	0	0.25	100	10	2	2	0.998	0.057	-0.00504489571872932	0.163304933953384	-0.00504489571872932	NA	-0.021199856912761	0.0278616904641452
"190"	0	0.25	100	10	3	2	0.995	0.051	0.00684981408177061	0.146133736930679	0.00684981408177061	NA	-0.0103837304330452	0.021852484106057
"28"	0	0.25	100	20	1	1	1	0.051	-0.00115908857841456	0.160785129269427	-0.00115908857841456	NA	0.000155047631589507	0.0258451866059052
"64"	0	0.25	100	20	2	1	0.999	0.043	0.0019381599269338	0.1454362184047	0.0019381599269338	NA	0.0174710303018075	0.0204352936191971
"100"	0	0.25	100	20	3	1	1	0.042	0.00473684593252107	0.129684245973417	0.00473684593252107	NA	0.0194557921504003	0.0162046407892562
"136"	0	0.25	100	20	1	2	0.998	0.052	-0.00990287552989657	0.161470085497405	-0.00990287552989657	NA	-0.0389351041550676	0.0283259767906559
"172"	0	0.25	100	20	2	2	0.999	0.063	-0.00202049843062079	0.14577649421637	-0.00202049843062079	NA	-0.0375668276240542	0.0229462176949592
"208"	0	0.25	100	20	3	2	0.999	0.049	0.00909948507307534	0.129912842793889	0.00909948507307534	NA	0.0146520040936111	0.0164762346637194
"16"	0	0.25	200	10	1	1	0.999	0.051	0.00143238320878972	0.128035768094334	0.00143238320878972	NA	-0.00682713675352869	0.0166213595856828
"52"	0	0.25	200	10	2	1	0.998	0.052	-0.000442912818602043	0.115856377148224	-0.000442912818602043	NA	-0.00417062944450542	0.0135355628591758
"88"	0	0.25	200	10	3	1	1	0.049	-0.00365788124821154	0.10334820800674	-0.00365788124821154	NA	0.0180690207536303	0.0103184622071157
"124"	0	0.25	200	10	1	2	1	0.057	-0.0021612740927805	0.128523885105455	-0.0021612740927805	NA	-0.0359544463468624	0.0177781555563214
"160"	0	0.25	200	10	2	2	0.998	0.048	0.0103442682883676	0.115825953498557	0.0103442682883676	NA	-0.00927328990562652	0.0137749741290914
"196"	0	0.25	200	10	3	2	0.999	0.043	0.00400202952052076	0.104063883138134	0.00400202952052076	NA	-0.000285131052792416	0.0108514861910589
"34"	0	0.25	200	20	1	1	0.995	0.056	0.00208386898954457	0.114440616318567	0.00208386898954457	NA	-0.0027745922950634	0.0131739765188233
"70"	0	0.25	200	20	2	1	0.995	0.035	4.85653949960037e-05	0.103334476121044	4.85653949960037e-05	NA	0.0452867783537699	0.00977281493383485
"106"	0	0.25	200	20	3	1	0.997	0.057	-0.00195316531531453	0.0921032078206244	-0.00195316531531453	NA	-0.0348473875550012	0.00911044149659676
"142"	0	0.25	200	20	1	2	0.999	0.049	-0.000677036288897782	0.114763707928165	-0.000677036288897782	NA	0.0177793448467452	0.0127150342357395
"178"	0	0.25	200	20	2	2	0.997	0.049	-0.00447196389707641	0.103636590120883	-0.00447196389707641	NA	-0.0121603355286348	0.0110266016610631
"214"	0	0.25	200	20	3	2	0.998	0.042	-0.00336362548945042	0.092452264858557	-0.00336362548945042	NA	0.00647824934237984	0.00844905752787077
